ENTIDAD,ANUAL,MESES,Tmin,AÑO
SINALOA,16.7,JUL,23.7,2002
SONORA,12.9,JUL,22.4,2002
TABASCO,21.6,JUL,22.4,2002
TAMAULIPAS,16.6,JUL,20.9,2002
TLAXCALA,5.7,JUL,8.4,2002
VERACRUZ,17.6,JUL,20.1,2002
YUCATÁN,19.8,JUL,21.2,2002
ZACATECAS,8.5,JUL,12.8,2002
AGUASCALIENTES,9.8,AGO,12.6,2002
BAJA CALIFORNIA,10.7,AGO,16.5,2002
BAJA CALIFORNIA SUR,13.9,AGO,20.2,2002
CAMPECHE,19.6,AGO,21.0,2002
COAHUILA,12.8,AGO,19.1,2002
COLIMA,17.7,AGO,19.8,2002
CHIAPAS,17.4,AGO,18.5,2002
CHIHUAHUA,11.4,AGO,18.2,2002
DISTRITO FEDERAL,8.6,AGO,10.2,2002
DURANGO,8.6,AGO,13.6,2002
GUANAJUATO,9.9,AGO,12.4,2002
GUERRERO,18.3,AGO,19.5,2002
HIDALGO,8.5,AGO,10.7,2002
JALISCO,12.1,AGO,15.3,2002
ESTADO DE MÉXICO,6.0,AGO,8.1,2002
MICHOACÁN,10.6,AGO,12.8,2002
MORELOS,13.5,AGO,14.9,2002
NAYARIT,16.5,AGO,20.4,2002
NUEVO LEÓN,8.7,AGO,11.3,2002
OAXACA,15.0,AGO,16.1,2002
PUEBLA,10.1,AGO,11.9,2002
QUERÉTARO,9.6,AGO,11.3,2002
QUINTANA ROO,19.6,AGO,21.1,2002
SAN LUIS POTOSÍ,13.5,AGO,16.9,2002
SINALOA,16.7,AGO,23.7,2002
SONORA,12.9,AGO,22.1,2002
TABASCO,21.6,AGO,22.8,2002
TAMAULIPAS,16.6,AGO,21.2,2002
TLAXCALA,5.7,AGO,7.3,2002
VERACRUZ,17.6,AGO,20.1,2002
YUCATÁN,19.8,AGO,21.4,2002
ZACATECAS,8.5,AGO,12.3,2002
AGUASCALIENTES,9.8,SEP,12.9,2002
BAJA CALIFORNIA,10.7,SEP,16.7,2002
BAJA CALIFORNIA SUR,13.9,SEP,20.8,2002
CAMPECHE,19.6,SEP,21.4,2002
COAHUILA,12.8,SEP,17.1,2002
COLIMA,17.7,SEP,20.6,2002
CHIAPAS,17.4,SEP,18.7,2002
CHIHUAHUA,11.4,SEP,17.0,2002
DISTRITO FEDERAL,8.6,SEP,10.4,2002
DURANGO,8.6,SEP,12.1,2002
GUANAJUATO,9.9,SEP,12.4,2002
GUERRERO,18.3,SEP,19.3,2002
HIDALGO,8.5,SEP,11.5,2002
JALISCO,12.1,SEP,16.1,2002
ESTADO DE MÉXICO,6.0,SEP,8.9,2002
MICHOACÁN,10.6,SEP,13.0,2002
MORELOS,13.5,SEP,15.0,2002
NAYARIT,16.5,SEP,20.7,2002
NUEVO LEÓN,8.7,SEP,10.4,2002
OAXACA,15.0,SEP,17.0,2002
PUEBLA,10.1,SEP,12.9,2002
QUERÉTARO,9.6,SEP,11.9,2002
QUINTANA ROO,19.6,SEP,21.5,2002
SAN LUIS POTOSÍ,13.5,SEP,16.2,2002
SINALOA,16.7,SEP,22.9,2002
SONORA,12.9,SEP,20.9,2002
TABASCO,21.6,SEP,23.6,2002
TAMAULIPAS,16.6,SEP,19.8,2002
TLAXCALA,5.7,SEP,9.3,2002
VERACRUZ,17.6,SEP,20.0,2002
YUCATÁN,19.8,SEP,22.0,2002
ZACATECAS,8.5,SEP,12.0,2002
AGUASCALIENTES,9.8,OCT,12.9,2002
BAJA CALIFORNIA,10.7,OCT,11.3,2002
BAJA CALIFORNIA SUR,13.9,OCT,15.4,2002
CAMPECHE,19.6,OCT,20.5,2002
COAHUILA,12.8,OCT,15.0,2002
COLIMA,17.7,OCT,19.6,2002
CHIAPAS,17.4,OCT,18.4,2002
CHIHUAHUA,11.4,OCT,12.7,2002
DISTRITO FEDERAL,8.6,OCT,9.4,2002
DURANGO,8.6,OCT,10.0,2002
GUANAJUATO,9.9,OCT,11.2,2002
GUERRERO,18.3,OCT,19.0,2002
HIDALGO,8.5,OCT,10.3,2002
JALISCO,12.1,OCT,14.2,2002
ESTADO DE MÉXICO,6.0,OCT,7.4,2002
MICHOACÁN,10.6,OCT,11.9,2002
MORELOS,13.5,OCT,14.3,2002
NAYARIT,16.5,OCT,19.3,2002
NUEVO LEÓN,8.7,OCT,10.1,2002
OAXACA,15.0,OCT,16.4,2002
PUEBLA,10.1,OCT,11.7,2002
QUERÉTARO,9.6,OCT,11.1,2002
QUINTANA ROO,19.6,OCT,20.7,2002
SAN LUIS POTOSÍ,13.5,OCT,15.5,2002
SINALOA,16.7,OCT,19.8,2002
SONORA,12.9,OCT,13.4,2002
TABASCO,21.6,OCT,23.1,2002
TAMAULIPAS,16.6,OCT,19.4,2002
TLAXCALA,5.7,OCT,7.3,2002
VERACRUZ,17.6,OCT,19.3,2002
YUCATÁN,19.8,OCT,20.9,2002
ZACATECAS,8.5,OCT,9.9,2002
AGUASCALIENTES,9.8,NOV,10.5,2002
BAJA CALIFORNIA,10.7,NOV,9.3,2002
BAJA CALIFORNIA SUR,13.9,NOV,12.0,2002
CAMPECHE,19.6,NOV,18.1,2002
COAHUILA,12.8,NOV,8.7,2002
COLIMA,17.7,NOV,17.5,2002
CHIAPAS,17.4,NOV,16.5,2002
CHIHUAHUA,11.4,NOV,5.9,2002
DISTRITO FEDERAL,8.6,NOV,6.9,2002
DURANGO,8.6,NOV,4.8,2002
GUANAJUATO,9.9,NOV,7.1,2002
GUERRERO,18.3,NOV,16.7,2002
HIDALGO,8.5,NOV,5.8,2002
JALISCO,12.1,NOV,10.1,2002
ESTADO DE MÉXICO,6.0,NOV,4.0,2002
MICHOACÁN,10.6,NOV,8.5,2002
MORELOS,13.5,NOV,11.1,2002
NAYARIT,16.5,NOV,14.9,2002
NUEVO LEÓN,8.7,NOV,6.3,2002
OAXACA,15.0,NOV,13.3,2002
PUEBLA,10.1,NOV,8.0,2002
QUERÉTARO,9.6,NOV,7.9,2002
QUINTANA ROO,19.6,NOV,18.6,2002
SAN LUIS POTOSÍ,13.5,NOV,10.0,2002
SINALOA,16.7,NOV,13.8,2002
SONORA,12.9,NOV,8.8,2002
TABASCO,21.6,NOV,19.9,2002
TAMAULIPAS,16.6,NOV,12.4,2002
TLAXCALA,5.7,NOV,3.9,2002
VERACRUZ,17.6,NOV,15.4,2002
YUCATÁN,19.8,NOV,18.7,2002
ZACATECAS,8.5,NOV,5.6,2002
AGUASCALIENTES,9.8,DIC,4.2,2002
BAJA CALIFORNIA,10.7,DIC,5.7,2002
BAJA CALIFORNIA SUR,13.9,DIC,9.3,2002
CAMPECHE,19.6,DIC,16.7,2002
COAHUILA,12.8,DIC,5.1,2002
COLIMA,17.7,DIC,15.1,2002
CHIAPAS,17.4,DIC,15.5,2002
CHIHUAHUA,11.4,DIC,2.6,2002
DISTRITO FEDERAL,8.6,DIC,6.4,2002
DURANGO,8.6,DIC,1.5,2002
GUANAJUATO,9.9,DIC,5.5,2002
GUERRERO,18.3,DIC,15.7,2002
HIDALGO,8.5,DIC,5.5,2002
JALISCO,12.1,DIC,6.5,2002
ESTADO DE MÉXICO,6.0,DIC,2.4,2002
MICHOACÁN,10.6,DIC,6.5,2002
MORELOS,13.5,DIC,9.4,2002
NAYARIT,16.5,DIC,11.2,2002
NUEVO LEÓN,8.7,DIC,4.5,2002
OAXACA,15.0,DIC,13.8,2002
PUEBLA,10.1,DIC,6.9,2002
QUERÉTARO,9.6,DIC,6.2,2002
QUINTANA ROO,19.6,DIC,17.1,2002
SAN LUIS POTOSÍ,13.5,DIC,8.7,2002
SINALOA,16.7,DIC,9.5,2002
SONORA,12.9,DIC,5.3,2002
TABASCO,21.6,DIC,19.1,2002
TAMAULIPAS,16.6,DIC,10.8,2002
TLAXCALA,5.7,DIC,2.2,2002
VERACRUZ,17.6,DIC,14.3,2002
YUCATÁN,19.8,DIC,17.6,2002
ZACATECAS,8.5,DIC,2.1,2002
AGUASCALIENTES,8.7,ENE,3.2,2003
BAJA CALIFORNIA,9.9,ENE,4.8,2003
BAJA CALIFORNIA SUR,14.4,ENE,9.9,2003
CAMPECHE,19.2,ENE,14.3,2003
COAHUILA,12.8,ENE,5.1,2003
COLIMA,19.2,ENE,18.0,2003
CHIAPAS,17.5,ENE,14.8,2003
CHIHUAHUA,10.1,ENE,1.9,2003
DISTRITO FEDERAL,9.2,ENE,6.0,2003
DURANGO,8.9,ENE,2.3,2003
GUANAJUATO,9.9,ENE,5.4,2003
GUERRERO,18.0,ENE,16.2,2003
HIDALGO,9.0,ENE,4.3,2003
JALISCO,12.1,ENE,7.4,2003
ESTADO DE MÉXICO,6.6,ENE,2.2,2003
MICHOACÁN,9.8,ENE,6.5,2003
MORELOS,13.7,ENE,10.1,2003
NAYARIT,15.7,ENE,11.3,2003
NUEVO LEÓN,8.3,ENE,3.8,2003
OAXACA,15.7,ENE,12.5,2003
PUEBLA,11.5,ENE,7.2,2003
QUERÉTARO,10.9,ENE,5.6,2003
QUINTANA ROO,19.3,ENE,14.2,2003
SAN LUIS POTOSÍ,13.7,ENE,7.7,2003
SINALOA,17.0,ENE,11.9,2003
SONORA,13.4,ENE,6.6,2003
TABASCO,21.3,ENE,17.3,2003
TAMAULIPAS,16.9,ENE,9.9,2003
TLAXCALA,6.1,ENE,2.2,2003
VERACRUZ,17.6,ENE,13.0,2003
YUCATÁN,19.9,ENE,13.7,2003
ZACATECAS,8.1,ENE,2.6,2003
AGUASCALIENTES,8.7,FEB,5.1,2003
BAJA CALIFORNIA,9.9,FEB,5.5,2003
BAJA CALIFORNIA SUR,14.4,FEB,10.7,2003
CAMPECHE,19.2,FEB,18.0,2003
COAHUILA,12.8,FEB,7.7,2003
COLIMA,19.2,FEB,16.4,2003
CHIAPAS,17.5,FEB,15.5,2003
CHIHUAHUA,10.1,FEB,3.8,2003
DISTRITO FEDERAL,9.2,FEB,7.4,2003
DURANGO,8.9,FEB,4.0,2003
GUANAJUATO,9.9,FEB,6.7,2003
GUERRERO,18.0,FEB,16.2,2003
HIDALGO,9.0,FEB,6.4,2003
JALISCO,12.1,FEB,8.1,2003
ESTADO DE MÉXICO,6.6,FEB,3.1,2003
MICHOACÁN,9.8,FEB,6.7,2003
MORELOS,13.7,FEB,11.0,2003
NAYARIT,15.7,FEB,11.3,2003
NUEVO LEÓN,8.3,FEB,6.0,2003
OAXACA,15.7,FEB,13.3,2003
PUEBLA,11.5,FEB,9.3,2003
QUERÉTARO,10.9,FEB,7.7,2003
QUINTANA ROO,19.3,FEB,17.6,2003
SAN LUIS POTOSÍ,13.7,FEB,10.5,2003
SINALOA,17.0,FEB,12.6,2003
SONORA,13.4,FEB,7.5,2003
TABASCO,21.3,FEB,19.6,2003
TAMAULIPAS,16.9,FEB,12.3,2003
TLAXCALA,6.1,FEB,3.2,2003
VERACRUZ,17.6,FEB,15.1,2003
YUCATÁN,19.9,FEB,18.1,2003
ZACATECAS,8.1,FEB,4.5,2003
AGUASCALIENTES,8.7,MAR,5.8,2003
BAJA CALIFORNIA,9.9,MAR,7.9,2003
BAJA CALIFORNIA SUR,14.4,MAR,10.5,2003
CAMPECHE,19.2,MAR,18.9,2003
COAHUILA,12.8,MAR,8.7,2003
COLIMA,19.2,MAR,15.3,2003
CHIAPAS,17.5,MAR,17.0,2003
CHIHUAHUA,10.1,MAR,5.1,2003
DISTRITO FEDERAL,9.2,MAR,8.3,2003
DURANGO,8.9,MAR,5.0,2003
GUANAJUATO,9.9,MAR,8.2,2003
GUERRERO,18.0,MAR,16.4,2003
HIDALGO,9.0,MAR,8.0,2003
JALISCO,12.1,MAR,8.5,2003
ESTADO DE MÉXICO,6.6,MAR,4.6,2003
MICHOACÁN,9.8,MAR,7.4,2003
MORELOS,13.7,MAR,12.3,2003
NAYARIT,15.7,MAR,11.7,2003
NUEVO LEÓN,8.3,MAR,6.7,2003
OAXACA,15.7,MAR,14.7,2003
PUEBLA,11.5,MAR,10.8,2003
QUERÉTARO,10.9,MAR,9.0,2003
QUINTANA ROO,19.3,MAR,19.0,2003
SAN LUIS POTOSÍ,13.7,MAR,12.4,2003
SINALOA,17.0,MAR,10.9,2003
SONORA,13.4,MAR,7.4,2003
TABASCO,21.3,MAR,21.0,2003
TAMAULIPAS,16.9,MAR,14.9,2003
TLAXCALA,6.1,MAR,4.4,2003
VERACRUZ,17.6,MAR,17.1,2003
YUCATÁN,19.9,MAR,19.5,2003
ZACATECAS,8.1,MAR,4.9,2003
AGUASCALIENTES,8.7,ABR,9.9,2003
BAJA CALIFORNIA,9.9,ABR,6.4,2003
BAJA CALIFORNIA SUR,14.4,ABR,12.1,2003
CAMPECHE,19.2,ABR,19.2,2003
COAHUILA,12.8,ABR,13.3,2003
COLIMA,19.2,ABR,18.6,2003
CHIAPAS,17.5,ABR,17.8,2003
CHIHUAHUA,10.1,ABR,9.7,2003
DISTRITO FEDERAL,9.2,ABR,9.9,2003
DURANGO,8.9,ABR,9.4,2003
GUANAJUATO,9.9,ABR,11.1,2003
GUERRERO,18.0,ABR,18.9,2003
HIDALGO,9.0,ABR,9.5,2003
JALISCO,12.1,ABR,12.0,2003
ESTADO DE MÉXICO,6.6,ABR,7.4,2003
MICHOACÁN,9.8,ABR,10.5,2003
MORELOS,13.7,ABR,15.4,2003
NAYARIT,15.7,ABR,14.5,2003
NUEVO LEÓN,8.3,ABR,9.4,2003
OAXACA,15.7,ABR,16.5,2003
PUEBLA,11.5,ABR,12.5,2003
QUERÉTARO,10.9,ABR,10.7,2003
QUINTANA ROO,19.3,ABR,18.6,2003
SAN LUIS POTOSÍ,13.7,ABR,14.2,2003
SINALOA,17.0,ABR,14.4,2003
SONORA,13.4,ABR,10.0,2003
TABASCO,21.3,ABR,21.4,2003
TAMAULIPAS,16.9,ABR,17.2,2003
TLAXCALA,6.1,ABR,7.3,2003
VERACRUZ,17.6,ABR,18.3,2003
YUCATÁN,19.9,ABR,18.7,2003
ZACATECAS,8.1,ABR,9.0,2003
AGUASCALIENTES,8.7,MAY,12.2,2003
BAJA CALIFORNIA,9.9,MAY,9.4,2003
BAJA CALIFORNIA SUR,14.4,MAY,13.7,2003
CAMPECHE,19.2,MAY,22.3,2003
COAHUILA,12.8,MAY,17.7,2003
COLIMA,19.2,MAY,18.9,2003
CHIAPAS,17.5,MAY,19.5,2003
CHIHUAHUA,10.1,MAY,13.7,2003
DISTRITO FEDERAL,9.2,MAY,11.4,2003
DURANGO,8.9,MAY,12.9,2003
GUANAJUATO,9.9,MAY,13.2,2003
GUERRERO,18.0,MAY,19.9,2003
HIDALGO,9.0,MAY,11.6,2003
JALISCO,12.1,MAY,14.4,2003
ESTADO DE MÉXICO,6.6,MAY,8.8,2003
MICHOACÁN,9.8,MAY,12.9,2003
MORELOS,13.7,MAY,16.9,2003
NAYARIT,15.7,MAY,16.2,2003
NUEVO LEÓN,8.3,MAY,11.3,2003
OAXACA,15.7,MAY,17.7,2003
PUEBLA,11.5,MAY,14.5,2003
QUERÉTARO,10.9,MAY,13.3,2003
QUINTANA ROO,19.3,MAY,21.3,2003
SAN LUIS POTOSÍ,13.7,MAY,18.0,2003
SINALOA,17.0,MAY,17.6,2003
SONORA,13.4,MAY,14.3,2003
TABASCO,21.3,MAY,24.0,2003
TAMAULIPAS,16.9,MAY,21.5,2003
TLAXCALA,6.1,MAY,8.6,2003
VERACRUZ,17.6,MAY,21.1,2003
YUCATÁN,19.9,MAY,22.5,2003
ZACATECAS,8.1,MAY,11.7,2003
AGUASCALIENTES,8.7,JUN,13.5,2003
BAJA CALIFORNIA,9.9,JUN,12.8,2003
BAJA CALIFORNIA SUR,14.4,JUN,15.7,2003
CAMPECHE,19.2,JUN,22.2,2003
COAHUILA,12.8,JUN,19.6,2003
COLIMA,19.2,JUN,21.7,2003
CHIAPAS,17.5,JUN,19.1,2003
CHIHUAHUA,10.1,JUN,17.0,2003
DISTRITO FEDERAL,9.2,JUN,11.5,2003
DURANGO,8.9,JUN,14.3,2003
GUANAJUATO,9.9,JUN,13.8,2003
GUERRERO,18.0,JUN,19.5,2003
HIDALGO,9.0,JUN,12.5,2003
JALISCO,12.1,JUN,16.7,2003
ESTADO DE MÉXICO,6.6,JUN,10.0,2003
MICHOACÁN,9.8,JUN,13.5,2003
MORELOS,13.7,JUN,16.7,2003
NAYARIT,15.7,JUN,19.9,2003
NUEVO LEÓN,8.3,JUN,11.6,2003
OAXACA,15.7,JUN,17.5,2003
PUEBLA,11.5,JUN,15.1,2003
QUERÉTARO,10.9,JUN,13.3,2003
QUINTANA ROO,19.3,JUN,21.8,2003
SAN LUIS POTOSÍ,13.7,JUN,18.2,2003
SINALOA,17.0,JUN,21.9,2003
SONORA,13.4,JUN,18.8,2003
TABASCO,21.3,JUN,23.4,2003
TAMAULIPAS,16.9,JUN,21.9,2003
TLAXCALA,6.1,JUN,10.3,2003
VERACRUZ,17.6,JUN,20.6,2003
YUCATÁN,19.9,JUN,23.4,2003
ZACATECAS,8.1,JUN,13.4,2003
AGUASCALIENTES,8.7,JUL,13.0,2003
BAJA CALIFORNIA,9.9,JUL,16.4,2003
BAJA CALIFORNIA SUR,14.4,JUL,20.1,2003
CAMPECHE,19.2,JUL,21.1,2003
COAHUILA,12.8,JUL,18.8,2003
COLIMA,19.2,JUL,21.7,2003
CHIAPAS,17.5,JUL,18.6,2003
CHIHUAHUA,10.1,JUL,17.0,2003
DISTRITO FEDERAL,9.2,JUL,10.7,2003
DURANGO,8.9,JUL,13.9,2003
GUANAJUATO,9.9,JUL,12.6,2003
GUERRERO,18.0,JUL,19.1,2003
HIDALGO,9.0,JUL,11.4,2003
JALISCO,12.1,JUL,15.8,2003
ESTADO DE MÉXICO,6.6,JUL,9.0,2003
MICHOACÁN,9.8,JUL,12.3,2003
MORELOS,13.7,JUL,15.9,2003
NAYARIT,15.7,JUL,19.9,2003
NUEVO LEÓN,8.3,JUL,11.3,2003
OAXACA,15.7,JUL,16.2,2003
PUEBLA,11.5,JUL,13.3,2003
QUERÉTARO,10.9,JUL,14.2,2003
QUINTANA ROO,19.3,JUL,21.5,2003
SAN LUIS POTOSÍ,13.7,JUL,17.1,2003
SINALOA,17.0,JUL,23.5,2003
SONORA,13.4,JUL,22.8,2003
TABASCO,21.3,JUL,22.7,2003
TAMAULIPAS,16.9,JUL,20.7,2003
TLAXCALA,6.1,JUL,7.9,2003
VERACRUZ,17.6,JUL,19.4,2003
YUCATÁN,19.9,JUL,22.0,2003
ZACATECAS,8.1,JUL,12.4,2003
AGUASCALIENTES,8.7,AGO,12.3,2003
BAJA CALIFORNIA,9.9,AGO,17.9,2003
BAJA CALIFORNIA SUR,14.4,AGO,21.1,2003
CAMPECHE,19.2,AGO,20.8,2003
COAHUILA,12.8,AGO,18.4,2003
COLIMA,19.2,AGO,21.2,2003
CHIAPAS,17.5,AGO,18.7,2003
CHIHUAHUA,10.1,AGO,17.1,2003
DISTRITO FEDERAL,9.2,AGO,10.6,2003
DURANGO,8.9,AGO,13.6,2003
GUANAJUATO,9.9,AGO,12.1,2003
GUERRERO,18.0,AGO,19.0,2003
HIDALGO,9.0,AGO,11.2,2003
JALISCO,12.1,AGO,15.6,2003
ESTADO DE MÉXICO,6.6,AGO,8.8,2003
MICHOACÁN,9.8,AGO,11.9,2003
MORELOS,13.7,AGO,15.1,2003
NAYARIT,15.7,AGO,20.0,2003
NUEVO LEÓN,8.3,AGO,10.5,2003
OAXACA,15.7,AGO,16.6,2003
PUEBLA,11.5,AGO,13.4,2003
QUERÉTARO,10.9,AGO,14.1,2003
QUINTANA ROO,19.3,AGO,21.1,2003
SAN LUIS POTOSÍ,13.7,AGO,16.9,2003
SINALOA,17.0,AGO,23.2,2003
SONORA,13.4,AGO,22.4,2003
TABASCO,21.3,AGO,22.5,2003
TAMAULIPAS,16.9,AGO,20.9,2003
TLAXCALA,6.1,AGO,8.0,2003
VERACRUZ,17.6,AGO,19.4,2003
YUCATÁN,19.9,AGO,21.9,2003
ZACATECAS,8.1,AGO,11.9,2003
AGUASCALIENTES,8.7,SEP,13.0,2003
BAJA CALIFORNIA,9.9,SEP,16.4,2003
BAJA CALIFORNIA SUR,14.4,SEP,20.6,2003
CAMPECHE,19.2,SEP,21.0,2003
COAHUILA,12.8,SEP,17.9,2003
COLIMA,19.2,SEP,21.6,2003
CHIAPAS,17.5,SEP,18.6,2003
CHIHUAHUA,10.1,SEP,15.6,2003
DISTRITO FEDERAL,9.2,SEP,11.1,2003
DURANGO,8.9,SEP,13.2,2003
GUANAJUATO,9.9,SEP,12.9,2003
GUERRERO,18.0,SEP,19.5,2003
HIDALGO,9.0,SEP,12.3,2003
JALISCO,12.1,SEP,16.1,2003
ESTADO DE MÉXICO,6.6,SEP,10.1,2003
MICHOACÁN,9.8,SEP,12.8,2003
MORELOS,13.7,SEP,15.5,2003
NAYARIT,15.7,SEP,20.2,2003
NUEVO LEÓN,8.3,SEP,10.6,2003
OAXACA,15.7,SEP,17.1,2003
PUEBLA,11.5,SEP,13.8,2003
QUERÉTARO,10.9,SEP,14.9,2003
QUINTANA ROO,19.3,SEP,21.2,2003
SAN LUIS POTOSÍ,13.7,SEP,17.3,2003
SINALOA,17.0,SEP,22.9,2003
SONORA,13.4,SEP,20.8,2003
TABASCO,21.3,SEP,23.0,2003
TAMAULIPAS,16.9,SEP,20.8,2003
TLAXCALA,6.1,SEP,9.3,2003
VERACRUZ,17.6,SEP,19.6,2003
YUCATÁN,19.9,SEP,22.5,2003
ZACATECAS,8.1,SEP,12.4,2003
AGUASCALIENTES,8.7,OCT,9.2,2003
BAJA CALIFORNIA,9.9,OCT,10.3,2003
BAJA CALIFORNIA SUR,14.4,OCT,17.6,2003
CAMPECHE,19.2,OCT,20.2,2003
COAHUILA,12.8,OCT,13.6,2003
COLIMA,19.2,OCT,20.2,2003
CHIAPAS,17.5,OCT,18.5,2003
CHIHUAHUA,10.1,OCT,10.7,2003
DISTRITO FEDERAL,9.2,OCT,10.2,2003
DURANGO,8.9,OCT,10.2,2003
GUANAJUATO,9.9,OCT,10.8,2003
GUERRERO,18.0,OCT,18.7,2003
HIDALGO,9.0,OCT,10.1,2003
JALISCO,12.1,OCT,13.4,2003
ESTADO DE MÉXICO,6.6,OCT,8.4,2003
MICHOACÁN,9.8,OCT,11.0,2003
MORELOS,13.7,OCT,14.9,2003
NAYARIT,15.7,OCT,17.8,2003
NUEVO LEÓN,8.3,OCT,8.4,2003
OAXACA,15.7,OCT,16.7,2003
PUEBLA,11.5,OCT,12.7,2003
QUERÉTARO,10.9,OCT,11.9,2003
QUINTANA ROO,19.3,OCT,20.9,2003
SAN LUIS POTOSÍ,13.7,OCT,14.5,2003
SINALOA,17.0,OCT,20.5,2003
SONORA,13.4,OCT,16.7,2003
TABASCO,21.3,OCT,22.4,2003
TAMAULIPAS,16.9,OCT,18.0,2003
TLAXCALA,6.1,OCT,7.3,2003
VERACRUZ,17.6,OCT,18.5,2003
YUCATÁN,19.9,OCT,21.4,2003
ZACATECAS,8.1,OCT,8.7,2003
AGUASCALIENTES,8.7,NOV,6.4,2003
BAJA CALIFORNIA,9.9,NOV,7.0,2003
BAJA CALIFORNIA SUR,14.4,NOV,13.0,2003
CAMPECHE,19.2,NOV,18.5,2003
COAHUILA,12.8,NOV,10.4,2003
COLIMA,19.2,NOV,20.2,2003
CHIAPAS,17.5,NOV,17.4,2003
CHIHUAHUA,10.1,NOV,7.5,2003
DISTRITO FEDERAL,9.2,NOV,8.4,2003
DURANGO,8.9,NOV,6.9,2003
GUANAJUATO,9.9,NOV,8.2,2003
GUERRERO,18.0,NOV,17.6,2003
HIDALGO,9.0,NOV,7.4,2003
JALISCO,12.1,NOV,10.7,2003
ESTADO DE MÉXICO,6.6,NOV,5.8,2003
MICHOACÁN,9.8,NOV,8.5,2003
MORELOS,13.7,NOV,12.5,2003
NAYARIT,15.7,NOV,15.3,2003
NUEVO LEÓN,8.3,NOV,6.6,2003
OAXACA,15.7,NOV,16.7,2003
PUEBLA,11.5,NOV,9.7,2003
QUERÉTARO,10.9,NOV,10.4,2003
QUINTANA ROO,19.3,NOV,19.4,2003
SAN LUIS POTOSÍ,13.7,NOV,11.7,2003
SINALOA,17.0,NOV,15.2,2003
SONORA,13.4,NOV,8.9,2003
TABASCO,21.3,NOV,20.8,2003
TAMAULIPAS,16.9,NOV,15.2,2003
TLAXCALA,6.1,NOV,4.6,2003
VERACRUZ,17.6,NOV,16.1,2003
YUCATÁN,19.9,NOV,19.9,2003
ZACATECAS,8.1,NOV,5.8,2003
AGUASCALIENTES,8.7,DIC,1.1,2003
BAJA CALIFORNIA,9.9,DIC,3.7,2003
BAJA CALIFORNIA SUR,14.4,DIC,8.3,2003
CAMPECHE,19.2,DIC,14.6,2003
COAHUILA,12.8,DIC,2.6,2003
COLIMA,19.2,DIC,16.4,2003
CHIAPAS,17.5,DIC,14.2,2003
CHIHUAHUA,10.1,DIC,1.5,2003
DISTRITO FEDERAL,9.2,DIC,5.1,2003
DURANGO,8.9,DIC,1.5,2003
GUANAJUATO,9.9,DIC,3.6,2003
GUERRERO,18.0,DIC,15.2,2003
HIDALGO,9.0,DIC,3.6,2003
JALISCO,12.1,DIC,5.9,2003
ESTADO DE MÉXICO,6.6,DIC,1.4,2003
MICHOACÁN,9.8,DIC,4.0,2003
MORELOS,13.7,DIC,8.3,2003
NAYARIT,15.7,DIC,10.4,2003
NUEVO LEÓN,8.3,DIC,3.2,2003
OAXACA,15.7,DIC,13.6,2003
PUEBLA,11.5,DIC,5.8,2003
QUERÉTARO,10.9,DIC,5.2,2003
QUINTANA ROO,19.3,DIC,15.1,2003
SAN LUIS POTOSÍ,13.7,DIC,6.5,2003
SINALOA,17.0,DIC,9.5,2003
SONORA,13.4,DIC,4.3,2003
TABASCO,21.3,DIC,17.0,2003
TAMAULIPAS,16.9,DIC,9.6,2003
TLAXCALA,6.1,DIC,0.4,2003
VERACRUZ,17.6,DIC,12.4,2003
YUCATÁN,19.9,DIC,15.1,2003
ZACATECAS,8.1,DIC,-0.1,2003
AGUASCALIENTES,8.1,ENE,3.4,2004
BAJA CALIFORNIA,12.0,ENE,5.2,2004
BAJA CALIFORNIA SUR,13.9,ENE,8.4,2004
CAMPECHE,19.3,ENE,16.3,2004
COAHUILA,12.8,ENE,5.3,2004
COLIMA,18.7,ENE,16.2,2004
CHIAPAS,17.4,ENE,15.2,2004
CHIHUAHUA,10.2,ENE,3.3,2004
DISTRITO FEDERAL,8.4,ENE,6.1,2004
DURANGO,9.0,ENE,2.8,2004
GUANAJUATO,9.6,ENE,5.2,2004
GUERRERO,17.9,ENE,15.1,2004
HIDALGO,8.7,ENE,5.3,2004
JALISCO,12.3,ENE,7.3,2004
ESTADO DE MÉXICO,7.1,ENE,3.1,2004
MICHOACÁN,9.5,ENE,5.7,2004
MORELOS,12.6,ENE,9.2,2004
NAYARIT,18.4,ENE,14.3,2004
NUEVO LEÓN,8.0,ENE,3.9,2004
OAXACA,18.8,ENE,14.9,2004
PUEBLA,11.7,ENE,7.8,2004
QUERÉTARO,11.3,ENE,7.0,2004
QUINTANA ROO,19.5,ENE,16.2,2004
SAN LUIS POTOSÍ,13.7,ENE,9.1,2004
SINALOA,16.6,ENE,10.5,2004
SONORA,12.9,ENE,5.6,2004
TABASCO,21.1,ENE,18.6,2004
TAMAULIPAS,18.0,ENE,12.5,2004
TLAXCALA,6.2,ENE,2.3,2004
VERACRUZ,17.4,ENE,14.2,2004
YUCATÁN,19.7,ENE,15.9,2004
ZACATECAS,7.6,ENE,3.2,2004
AGUASCALIENTES,8.1,FEB,2.5,2004
BAJA CALIFORNIA,12.0,FEB,5.8,2004
BAJA CALIFORNIA SUR,13.9,FEB,7.8,2004
CAMPECHE,19.3,FEB,17.1,2004
