ENTIDAD,ANUAL,MESES,Tmax,AÑO
GUERRERO,24.7,JUL,24.9,1986
HIDALGO,15.6,JUL,16.6,1986
JALISCO,20.3,JUL,21.7,1986
ESTADO DE MÉXICO,14.7,JUL,15.3,1986
MICHOACÁN,19.6,JUL,20.3,1986
MORELOS,21.1,JUL,21.6,1986
NAYARIT,24.6,JUL,27.0,1986
NUEVO LEÓN,19.9,JUL,24.5,1986
OAXACA,21.6,JUL,22.2,1986
PUEBLA,17.2,JUL,17.9,1986
QUERÉTARO,17.9,JUL,20.0,1986
QUINTANA ROO,25.5,JUL,27.0,1986
SAN LUIS POTOSÍ,20.5,JUL,22.7,1986
SINALOA,24.7,JUL,28.7,1986
SONORA,22.1,JUL,28.3,1986
TABASCO,26.7,JUL,28.2,1986
TAMAULIPAS,23.5,JUL,27.3,1986
TLAXCALA,13.6,JUL,14.5,1986
VERACRUZ,22.3,JUL,23.7,1986
YUCATÁN,26.0,JUL,27.5,1986
ZACATECAS,17.2,JUL,19.4,1986
AGUASCALIENTES,17.0,AGO,19.5,1986
BAJA CALIFORNIA,18.7,AGO,26.4,1986
BAJA CALIFORNIA SUR,22.8,AGO,28.4,1986
CAMPECHE,26.4,AGO,27.8,1986
COAHUILA,19.6,AGO,25.2,1986
COLIMA,24.8,AGO,26.8,1986
CHIAPAS,23.6,AGO,24.4,1986
CHIHUAHUA,16.3,AGO,22.6,1986
DISTRITO FEDERAL,16.0,AGO,17.1,1986
DURANGO,16.8,AGO,21.1,1986
GUANAJUATO,17.7,AGO,19.3,1986
GUERRERO,24.7,AGO,25.2,1986
HIDALGO,15.6,AGO,17.0,1986
JALISCO,20.3,AGO,22.1,1986
ESTADO DE MÉXICO,14.7,AGO,15.6,1986
MICHOACÁN,19.6,AGO,20.5,1986
MORELOS,21.1,AGO,21.8,1986
NAYARIT,24.6,AGO,26.9,1986
NUEVO LEÓN,19.9,AGO,25.4,1986
OAXACA,21.6,AGO,22.5,1986
PUEBLA,17.2,AGO,18.3,1986
QUERÉTARO,17.9,AGO,19.7,1986
QUINTANA ROO,25.5,AGO,27.1,1986
SAN LUIS POTOSÍ,20.5,AGO,24.0,1986
SINALOA,24.7,AGO,28.6,1986
SONORA,22.1,AGO,29.1,1986
TABASCO,26.7,AGO,28.3,1986
TAMAULIPAS,23.5,AGO,28.3,1986
TLAXCALA,13.6,AGO,14.9,1986
VERACRUZ,22.3,AGO,24.3,1986
YUCATÁN,26.0,AGO,27.6,1986
ZACATECAS,17.2,AGO,19.9,1986
AGUASCALIENTES,17.0,SEP,19.2,1986
BAJA CALIFORNIA,18.7,SEP,21.2,1986
BAJA CALIFORNIA SUR,22.8,SEP,26.8,1986
CAMPECHE,26.4,SEP,27.6,1986
COAHUILA,19.6,SEP,23.1,1986
COLIMA,24.8,SEP,26.4,1986
CHIAPAS,23.6,SEP,24.4,1986
CHIHUAHUA,16.3,SEP,20.5,1986
DISTRITO FEDERAL,16.0,SEP,17.3,1986
DURANGO,16.8,SEP,20.0,1986
GUANAJUATO,17.7,SEP,19.5,1986
GUERRERO,24.7,SEP,24.9,1986
HIDALGO,15.6,SEP,17.1,1986
JALISCO,20.3,SEP,22.0,1986
ESTADO DE MÉXICO,14.7,SEP,15.9,1986
MICHOACÁN,19.6,SEP,20.7,1986
MORELOS,21.1,SEP,21.5,1986
NAYARIT,24.6,SEP,26.8,1986
NUEVO LEÓN,19.9,SEP,23.7,1986
OAXACA,21.6,SEP,22.1,1986
PUEBLA,17.2,SEP,18.4,1986
QUERÉTARO,17.9,SEP,19.5,1986
QUINTANA ROO,25.5,SEP,26.8,1986
SAN LUIS POTOSÍ,20.5,SEP,22.8,1986
SINALOA,24.7,SEP,28.0,1986
SONORA,22.1,SEP,26.5,1986
TABASCO,26.7,SEP,28.0,1986
TAMAULIPAS,23.5,SEP,27.0,1986
TLAXCALA,13.6,SEP,15.0,1986
VERACRUZ,22.3,SEP,23.8,1986
YUCATÁN,26.0,SEP,27.0,1986
ZACATECAS,17.2,SEP,19.5,1986
AGUASCALIENTES,17.0,OCT,16.8,1986
BAJA CALIFORNIA,18.7,OCT,18.6,1986
BAJA CALIFORNIA SUR,22.8,OCT,23.5,1986
CAMPECHE,26.4,OCT,26.7,1986
COAHUILA,19.6,OCT,19.0,1986
COLIMA,24.8,OCT,25.0,1986
CHIAPAS,23.6,OCT,23.8,1986
CHIHUAHUA,16.3,OCT,16.1,1986
DISTRITO FEDERAL,16.0,OCT,16.3,1986
DURANGO,16.8,OCT,17.2,1986
GUANAJUATO,17.7,OCT,17.6,1986
GUERRERO,24.7,OCT,25.0,1986
HIDALGO,15.6,OCT,15.9,1986
JALISCO,20.3,OCT,20.3,1986
ESTADO DE MÉXICO,14.7,OCT,15.1,1986
MICHOACÁN,19.6,OCT,19.5,1986
MORELOS,21.1,OCT,21.4,1986
NAYARIT,24.6,OCT,25.5,1986
NUEVO LEÓN,19.9,OCT,19.8,1986
OAXACA,21.6,OCT,21.7,1986
PUEBLA,17.2,OCT,17.5,1986
QUERÉTARO,17.9,OCT,17.6,1986
QUINTANA ROO,25.5,OCT,25.8,1986
SAN LUIS POTOSÍ,20.5,OCT,20.6,1986
SINALOA,24.7,OCT,26.0,1986
SONORA,22.1,OCT,22.2,1986
TABASCO,26.7,OCT,27.1,1986
TAMAULIPAS,23.5,OCT,23.5,1986
TLAXCALA,13.6,OCT,13.8,1986
VERACRUZ,22.3,OCT,22.5,1986
YUCATÁN,26.0,OCT,26.5,1986
ZACATECAS,17.2,OCT,17.3,1986
AGUASCALIENTES,17.0,NOV,15.7,1986
BAJA CALIFORNIA,18.7,NOV,16.2,1986
BAJA CALIFORNIA SUR,22.8,NOV,21.3,1986
CAMPECHE,26.4,NOV,26.1,1986
COAHUILA,19.6,NOV,16.3,1986
COLIMA,24.8,NOV,25.8,1986
CHIAPAS,23.6,NOV,23.6,1986
CHIHUAHUA,16.3,NOV,11.8,1986
DISTRITO FEDERAL,16.0,NOV,15.5,1986
DURANGO,16.8,NOV,14.4,1986
GUANAJUATO,17.7,NOV,16.7,1986
GUERRERO,24.7,NOV,24.9,1986
HIDALGO,15.6,NOV,14.6,1986
JALISCO,20.3,NOV,19.6,1986
ESTADO DE MÉXICO,14.7,NOV,14.4,1986
MICHOACÁN,19.6,NOV,19.2,1986
MORELOS,21.1,NOV,21.2,1986
NAYARIT,24.6,NOV,24.6,1986
NUEVO LEÓN,19.9,NOV,16.1,1986
OAXACA,21.6,NOV,21.2,1986
PUEBLA,17.2,NOV,16.6,1986
QUERÉTARO,17.9,NOV,16.7,1986
QUINTANA ROO,25.5,NOV,25.5,1986
SAN LUIS POTOSÍ,20.5,NOV,18.9,1986
SINALOA,24.7,NOV,23.2,1986
SONORA,22.1,NOV,18.2,1986
TABASCO,26.7,NOV,26.2,1986
TAMAULIPAS,23.5,NOV,20.4,1986
TLAXCALA,13.6,NOV,13.3,1986
VERACRUZ,22.3,NOV,21.1,1986
YUCATÁN,26.0,NOV,25.9,1986
ZACATECAS,17.2,NOV,15.2,1986
AGUASCALIENTES,17.0,DIC,13.0,1986
BAJA CALIFORNIA,18.7,DIC,12.7,1986
BAJA CALIFORNIA SUR,22.8,DIC,17.7,1986
CAMPECHE,26.4,DIC,24.5,1986
COAHUILA,19.6,DIC,12.2,1986
COLIMA,24.8,DIC,24.1,1986
CHIAPAS,23.6,DIC,22.6,1986
CHIHUAHUA,16.3,DIC,7.3,1986
DISTRITO FEDERAL,16.0,DIC,13.8,1986
DURANGO,16.8,DIC,10.3,1986
GUANAJUATO,17.7,DIC,14.6,1986
GUERRERO,24.7,DIC,23.4,1986
HIDALGO,15.6,DIC,13.5,1986
JALISCO,20.3,DIC,17.1,1986
ESTADO DE MÉXICO,14.7,DIC,12.6,1986
MICHOACÁN,19.6,DIC,17.2,1986
MORELOS,21.1,DIC,19.4,1986
NAYARIT,24.6,DIC,21.4,1986
NUEVO LEÓN,19.9,DIC,12.2,1986
OAXACA,21.6,DIC,20.0,1986
PUEBLA,17.2,DIC,15.0,1986
QUERÉTARO,17.9,DIC,14.5,1986
QUINTANA ROO,25.5,DIC,24.1,1986
SAN LUIS POTOSÍ,20.5,DIC,16.1,1986
SINALOA,24.7,DIC,19.4,1986
SONORA,22.1,DIC,13.7,1986
TABASCO,26.7,DIC,24.4,1986
TAMAULIPAS,23.5,DIC,16.5,1986
TLAXCALA,13.6,DIC,11.7,1986
VERACRUZ,22.3,DIC,18.7,1986
YUCATÁN,26.0,DIC,24.2,1986
ZACATECAS,17.2,DIC,12.6,1986
AGUASCALIENTES,16.9,ENE,11.7,1987
BAJA CALIFORNIA,18.5,ENE,11.7,1987
BAJA CALIFORNIA SUR,22.2,ENE,16.1,1987
CAMPECHE,26.1,ENE,22.8,1987
COAHUILA,18.5,ENE,10.6,1987
COLIMA,25.1,ENE,22.4,1987
CHIAPAS,23.8,ENE,21.4,1987
CHIHUAHUA,15.6,ENE,7.1,1987
DISTRITO FEDERAL,16.2,ENE,13.5,1987
DURANGO,16.4,ENE,8.9,1987
GUANAJUATO,17.8,ENE,13.9,1987
GUERRERO,25.2,ENE,23.1,1987
HIDALGO,15.8,ENE,12.9,1987
JALISCO,20.3,ENE,16.3,1987
ESTADO DE MÉXICO,14.9,ENE,12.3,1987
MICHOACÁN,19.9,ENE,16.7,1987
MORELOS,21.5,ENE,19.1,1987
NAYARIT,24.1,ENE,19.4,1987
NUEVO LEÓN,19.0,ENE,11.9,1987
OAXACA,22.0,ENE,19.4,1987
PUEBLA,17.4,ENE,14.3,1987
QUERÉTARO,17.6,ENE,14.0,1987
QUINTANA ROO,25.6,ENE,22.3,1987
SAN LUIS POTOSÍ,19.7,ENE,13.9,1987
SINALOA,24.6,ENE,18.2,1987
SONORA,21.8,ENE,12.9,1987
TABASCO,26.3,ENE,22.4,1987
TAMAULIPAS,22.8,ENE,15.2,1987
TLAXCALA,14.0,ENE,11.4,1987
VERACRUZ,22.0,ENE,17.4,1987
YUCATÁN,26.0,ENE,22.3,1987
ZACATECAS,16.7,ENE,11.5,1987
AGUASCALIENTES,16.9,FEB,13.0,1987
BAJA CALIFORNIA,18.5,FEB,13.2,1987
BAJA CALIFORNIA SUR,22.2,FEB,16.7,1987
CAMPECHE,26.1,FEB,24.4,1987
COAHUILA,18.5,FEB,12.9,1987
COLIMA,25.1,FEB,22.1,1987
CHIAPAS,23.8,FEB,22.8,1987
CHIHUAHUA,15.6,FEB,8.6,1987
DISTRITO FEDERAL,16.2,FEB,14.4,1987
DURANGO,16.4,FEB,11.4,1987
GUANAJUATO,17.8,FEB,14.8,1987
GUERRERO,25.2,FEB,23.9,1987
HIDALGO,15.8,FEB,14.0,1987
JALISCO,20.3,FEB,16.9,1987
ESTADO DE MÉXICO,14.9,FEB,13.0,1987
MICHOACÁN,19.9,FEB,17.4,1987
MORELOS,21.5,FEB,20.1,1987
NAYARIT,24.1,FEB,19.8,1987
NUEVO LEÓN,19.0,FEB,14.2,1987
OAXACA,22.0,FEB,20.7,1987
PUEBLA,17.4,FEB,15.5,1987
QUERÉTARO,17.6,FEB,15.2,1987
QUINTANA ROO,25.6,FEB,23.7,1987
SAN LUIS POTOSÍ,19.7,FEB,15.8,1987
SINALOA,24.6,FEB,18.8,1987
SONORA,21.8,FEB,14.7,1987
TABASCO,26.3,FEB,24.4,1987
TAMAULIPAS,22.8,FEB,18.2,1987
TLAXCALA,14.0,FEB,12.5,1987
VERACRUZ,22.0,FEB,19.1,1987
YUCATÁN,26.0,FEB,23.9,1987
ZACATECAS,16.7,FEB,12.8,1987
AGUASCALIENTES,16.9,MAR,14.9,1987
BAJA CALIFORNIA,18.5,MAR,14.6,1987
BAJA CALIFORNIA SUR,22.2,MAR,18.1,1987
CAMPECHE,26.1,MAR,25.8,1987
COAHUILA,18.5,MAR,14.7,1987
COLIMA,25.1,MAR,22.9,1987
CHIAPAS,23.8,MAR,23.7,1987
CHIHUAHUA,15.6,MAR,10.9,1987
DISTRITO FEDERAL,16.2,MAR,16.1,1987
DURANGO,16.4,MAR,12.9,1987
GUANAJUATO,17.8,MAR,16.7,1987
GUERRERO,25.2,MAR,25.2,1987
HIDALGO,15.8,MAR,15.5,1987
JALISCO,20.3,MAR,18.3,1987
ESTADO DE MÉXICO,14.9,MAR,14.3,1987
MICHOACÁN,19.9,MAR,19.1,1987
MORELOS,21.5,MAR,21.8,1987
NAYARIT,24.1,MAR,21.0,1987
NUEVO LEÓN,19.0,MAR,15.4,1987
OAXACA,22.0,MAR,22.0,1987
PUEBLA,17.4,MAR,17.0,1987
QUERÉTARO,17.6,MAR,16.9,1987
QUINTANA ROO,25.6,MAR,25.5,1987
SAN LUIS POTOSÍ,19.7,MAR,17.8,1987
SINALOA,24.6,MAR,20.2,1987
SONORA,21.8,MAR,16.3,1987
TABASCO,26.3,MAR,25.5,1987
TAMAULIPAS,22.8,MAR,19.2,1987
TLAXCALA,14.0,MAR,13.6,1987
VERACRUZ,22.0,MAR,20.3,1987
YUCATÁN,26.0,MAR,25.4,1987
ZACATECAS,16.7,MAR,14.6,1987
AGUASCALIENTES,16.9,ABR,17.7,1987
BAJA CALIFORNIA,18.5,ABR,18.4,1987
BAJA CALIFORNIA SUR,22.2,ABR,20.9,1987
CAMPECHE,26.1,ABR,26.0,1987
COAHUILA,18.5,ABR,17.4,1987
COLIMA,25.1,ABR,24.1,1987
CHIAPAS,23.8,ABR,24.4,1987
CHIHUAHUA,15.6,ABR,15.2,1987
DISTRITO FEDERAL,16.2,ABR,17.2,1987
DURANGO,16.4,ABR,16.4,1987
GUANAJUATO,17.8,ABR,18.6,1987
GUERRERO,25.2,ABR,26.2,1987
HIDALGO,15.8,ABR,16.5,1987
JALISCO,20.3,ABR,20.7,1987
ESTADO DE MÉXICO,14.9,ABR,15.6,1987
MICHOACÁN,19.9,ABR,20.9,1987
MORELOS,21.5,ABR,23.1,1987
NAYARIT,24.1,ABR,23.2,1987
NUEVO LEÓN,19.0,ABR,18.0,1987
OAXACA,22.0,ABR,22.6,1987
PUEBLA,17.4,ABR,17.7,1987
QUERÉTARO,17.6,ABR,18.3,1987
QUINTANA ROO,25.6,ABR,24.7,1987
SAN LUIS POTOSÍ,19.7,ABR,19.4,1987
SINALOA,24.6,ABR,23.4,1987
SONORA,21.8,ABR,21.5,1987
TABASCO,26.3,ABR,26.1,1987
TAMAULIPAS,22.8,ABR,21.9,1987
TLAXCALA,14.0,ABR,14.6,1987
VERACRUZ,22.0,ABR,21.0,1987
YUCATÁN,26.0,ABR,25.3,1987
ZACATECAS,16.7,ABR,17.4,1987
AGUASCALIENTES,16.9,MAY,19.2,1987
BAJA CALIFORNIA,18.5,MAY,19.5,1987
BAJA CALIFORNIA SUR,22.2,MAY,21.4,1987
CAMPECHE,26.1,MAY,29.0,1987
COAHUILA,18.5,MAY,21.4,1987
COLIMA,25.1,MAY,25.4,1987
CHIAPAS,23.8,MAY,25.5,1987
CHIHUAHUA,15.6,MAY,18.7,1987
DISTRITO FEDERAL,16.2,MAY,17.9,1987
DURANGO,16.4,MAY,19.0,1987
GUANAJUATO,17.8,MAY,20.6,1987
GUERRERO,25.2,MAY,27.1,1987
HIDALGO,15.8,MAY,18.0,1987
JALISCO,20.3,MAY,22.4,1987
ESTADO DE MÉXICO,14.9,MAY,16.5,1987
MICHOACÁN,19.9,MAY,22.4,1987
MORELOS,21.5,MAY,24.3,1987
NAYARIT,24.1,MAY,25.1,1987
NUEVO LEÓN,19.0,MAY,22.7,1987
OAXACA,22.0,MAY,23.8,1987
PUEBLA,17.4,MAY,19.8,1987
QUERÉTARO,17.6,MAY,20.2,1987
QUINTANA ROO,25.6,MAY,27.1,1987
SAN LUIS POTOSÍ,19.7,MAY,23.2,1987
SINALOA,24.6,MAY,25.3,1987
SONORA,21.8,MAY,23.3,1987
TABASCO,26.3,MAY,28.9,1987
TAMAULIPAS,22.8,MAY,26.3,1987
TLAXCALA,14.0,MAY,15.7,1987
VERACRUZ,22.0,MAY,25.1,1987
YUCATÁN,26.0,MAY,28.8,1987
ZACATECAS,16.7,MAY,19.1,1987
AGUASCALIENTES,16.9,JUN,20.7,1987
BAJA CALIFORNIA,18.5,JUN,22.7,1987
BAJA CALIFORNIA SUR,22.2,JUN,24.8,1987
CAMPECHE,26.1,JUN,28.5,1987
COAHUILA,18.5,JUN,24.0,1987
COLIMA,25.1,JUN,27.7,1987
CHIAPAS,23.8,JUN,25.2,1987
CHIHUAHUA,15.6,JUN,22.7,1987
DISTRITO FEDERAL,16.2,JUN,17.6,1987
DURANGO,16.4,JUN,21.8,1987
GUANAJUATO,17.8,JUN,20.8,1987
GUERRERO,25.2,JUN,26.2,1987
HIDALGO,15.8,JUN,17.9,1987
JALISCO,20.3,JUN,23.9,1987
ESTADO DE MÉXICO,14.9,JUN,16.4,1987
MICHOACÁN,19.9,JUN,22.3,1987
MORELOS,21.5,JUN,23.0,1987
NAYARIT,24.1,JUN,28.3,1987
NUEVO LEÓN,19.0,JUN,24.2,1987
OAXACA,22.0,JUN,23.2,1987
PUEBLA,17.4,JUN,19.6,1987
QUERÉTARO,17.6,JUN,19.8,1987
QUINTANA ROO,25.6,JUN,27.8,1987
SAN LUIS POTOSÍ,19.7,JUN,23.7,1987
SINALOA,24.6,JUN,29.4,1987
SONORA,21.8,JUN,29.1,1987
TABASCO,26.3,JUN,28.7,1987
TAMAULIPAS,22.8,JUN,27.3,1987
TLAXCALA,14.0,JUN,15.8,1987
VERACRUZ,22.0,JUN,25.0,1987
YUCATÁN,26.0,JUN,28.4,1987
ZACATECAS,16.7,JUN,21.0,1987
AGUASCALIENTES,16.9,JUL,19.5,1987
BAJA CALIFORNIA,18.5,JUL,23.7,1987
BAJA CALIFORNIA SUR,22.2,JUL,27.8,1987
CAMPECHE,26.1,JUL,27.6,1987
COAHUILA,18.5,JUL,24.2,1987
COLIMA,25.1,JUL,27.1,1987
CHIAPAS,23.8,JUL,24.6,1987
CHIHUAHUA,15.6,JUL,23.3,1987
DISTRITO FEDERAL,16.2,JUL,17.3,1987
DURANGO,16.4,JUL,21.7,1987
GUANAJUATO,17.8,JUL,20.0,1987
GUERRERO,25.2,JUL,25.3,1987
HIDALGO,15.8,JUL,17.2,1987
JALISCO,20.3,JUL,22.7,1987
ESTADO DE MÉXICO,14.9,JUL,16.2,1987
MICHOACÁN,19.9,JUL,21.2,1987
MORELOS,21.5,JUL,22.0,1987
NAYARIT,24.1,JUL,27.3,1987
NUEVO LEÓN,19.0,JUL,24.3,1987
OAXACA,22.0,JUL,22.7,1987
PUEBLA,17.4,JUL,18.8,1987
QUERÉTARO,17.6,JUL,19.4,1987
QUINTANA ROO,25.6,JUL,27.3,1987
SAN LUIS POTOSÍ,19.7,JUL,22.3,1987
SINALOA,24.6,JUL,30.5,1987
SONORA,21.8,JUL,30.6,1987
TABASCO,26.3,JUL,28.3,1987
TAMAULIPAS,22.8,JUL,27.0,1987
TLAXCALA,14.0,JUL,15.2,1987
VERACRUZ,22.0,JUL,24.0,1987
YUCATÁN,26.0,JUL,28.0,1987
ZACATECAS,16.7,JUL,20.0,1987
AGUASCALIENTES,16.9,AGO,20.2,1987
BAJA CALIFORNIA,18.5,AGO,25.1,1987
BAJA CALIFORNIA SUR,22.2,AGO,28.6,1987
CAMPECHE,26.1,AGO,27.4,1987
COAHUILA,18.5,AGO,24.9,1987
COLIMA,25.1,AGO,26.7,1987
CHIAPAS,23.8,AGO,24.7,1987
CHIHUAHUA,15.6,AGO,22.0,1987
DISTRITO FEDERAL,16.2,AGO,17.6,1987
DURANGO,16.4,AGO,21.0,1987
GUANAJUATO,17.8,AGO,19.9,1987
GUERRERO,25.2,AGO,25.4,1987
HIDALGO,15.8,AGO,17.5,1987
JALISCO,20.3,AGO,22.3,1987
ESTADO DE MÉXICO,14.9,AGO,16.3,1987
MICHOACÁN,19.9,AGO,21.0,1987
MORELOS,21.5,AGO,22.1,1987
NAYARIT,24.1,AGO,26.6,1987
NUEVO LEÓN,19.0,AGO,25.5,1987
OAXACA,22.0,AGO,22.7,1987
PUEBLA,17.4,AGO,18.7,1987
QUERÉTARO,17.6,AGO,20.2,1987
QUINTANA ROO,25.6,AGO,27.2,1987
SAN LUIS POTOSÍ,19.7,AGO,23.5,1987
SINALOA,24.6,AGO,28.8,1987
SONORA,21.8,AGO,29.0,1987
TABASCO,26.3,AGO,28.3,1987
TAMAULIPAS,22.8,AGO,28.2,1987
TLAXCALA,14.0,AGO,15.4,1987
VERACRUZ,22.0,AGO,24.6,1987
YUCATÁN,26.0,AGO,27.6,1987
ZACATECAS,16.7,AGO,19.7,1987
AGUASCALIENTES,16.9,SEP,20.0,1987
BAJA CALIFORNIA,18.5,SEP,24.1,1987
BAJA CALIFORNIA SUR,22.2,SEP,27.9,1987
CAMPECHE,26.1,SEP,27.8,1987
COAHUILA,18.5,SEP,22.7,1987
COLIMA,25.1,SEP,27.4,1987
CHIAPAS,23.8,SEP,24.8,1987
CHIHUAHUA,15.6,SEP,20.4,1987
DISTRITO FEDERAL,16.2,SEP,18.1,1987
DURANGO,16.4,SEP,20.0,1987
GUANAJUATO,17.8,SEP,19.9,1987
GUERRERO,25.2,SEP,25.7,1987
HIDALGO,15.8,SEP,17.6,1987
JALISCO,20.3,SEP,22.8,1987
ESTADO DE MÉXICO,14.9,SEP,16.6,1987
MICHOACÁN,19.9,SEP,21.5,1987
MORELOS,21.5,SEP,22.5,1987
NAYARIT,24.1,SEP,27.3,1987
NUEVO LEÓN,19.0,SEP,22.8,1987
OAXACA,22.0,SEP,23.1,1987
PUEBLA,17.4,SEP,19.1,1987
QUERÉTARO,17.6,SEP,19.9,1987
QUINTANA ROO,25.6,SEP,27.4,1987
SAN LUIS POTOSÍ,19.7,SEP,23.4,1987
SINALOA,24.6,SEP,29.2,1987
SONORA,21.8,SEP,27.9,1987
TABASCO,26.3,SEP,28.5,1987
TAMAULIPAS,22.8,SEP,27.2,1987
TLAXCALA,14.0,SEP,15.9,1987
VERACRUZ,22.0,SEP,24.9,1987
YUCATÁN,26.0,SEP,27.5,1987
ZACATECAS,16.7,SEP,19.4,1987
AGUASCALIENTES,16.9,OCT,16.7,1987
BAJA CALIFORNIA,18.5,OCT,22.1,1987
BAJA CALIFORNIA SUR,22.2,OCT,26.4,1987
CAMPECHE,26.1,OCT,25.1,1987
COAHUILA,18.5,OCT,19.7,1987
COLIMA,25.1,OCT,26.1,1987
CHIAPAS,23.8,OCT,22.8,1987
CHIHUAHUA,15.6,OCT,17.5,1987
DISTRITO FEDERAL,16.2,OCT,15.2,1987
DURANGO,16.4,OCT,17.6,1987
GUANAJUATO,17.8,OCT,16.7,1987
GUERRERO,25.2,OCT,24.9,1987
HIDALGO,15.8,OCT,14.0,1987
JALISCO,20.3,OCT,20.4,1987
ESTADO DE MÉXICO,14.9,OCT,14.1,1987
MICHOACÁN,19.9,OCT,19.6,1987
MORELOS,21.5,OCT,20.3,1987
NAYARIT,24.1,OCT,26.2,1987
NUEVO LEÓN,19.0,OCT,19.2,1987
OAXACA,22.0,OCT,21.4,1987
PUEBLA,17.4,OCT,16.5,1987
QUERÉTARO,17.6,OCT,16.3,1987
QUINTANA ROO,25.6,OCT,25.4,1987
SAN LUIS POTOSÍ,19.7,OCT,19.4,1987
SINALOA,24.6,OCT,28.0,1987
SONORA,21.8,OCT,26.0,1987
TABASCO,26.3,OCT,25.4,1987
TAMAULIPAS,22.8,OCT,23.7,1987
TLAXCALA,14.0,OCT,12.8,1987
VERACRUZ,22.0,OCT,22.0,1987
YUCATÁN,26.0,OCT,25.3,1987
ZACATECAS,16.7,OCT,16.7,1987
AGUASCALIENTES,16.9,NOV,14.9,1987
BAJA CALIFORNIA,18.5,NOV,15.8,1987
BAJA CALIFORNIA SUR,22.2,NOV,20.7,1987
CAMPECHE,26.1,NOV,24.5,1987
COAHUILA,18.5,NOV,15.4,1987
COLIMA,25.1,NOV,25.4,1987
CHIAPAS,23.8,NOV,23.0,1987
CHIHUAHUA,15.6,NOV,11.4,1987
DISTRITO FEDERAL,16.2,NOV,14.7,1987
DURANGO,16.4,NOV,13.8,1987
GUANAJUATO,17.8,NOV,15.7,1987
GUERRERO,25.2,NOV,24.5,1987
HIDALGO,15.8,NOV,14.4,1987
JALISCO,20.3,NOV,18.7,1987
ESTADO DE MÉXICO,14.9,NOV,13.7,1987
MICHOACÁN,19.9,NOV,18.6,1987
MORELOS,21.5,NOV,19.9,1987
NAYARIT,24.1,NOV,23.7,1987
NUEVO LEÓN,19.0,NOV,15.6,1987
OAXACA,22.0,NOV,21.2,1987
PUEBLA,17.4,NOV,16.2,1987
QUERÉTARO,17.6,NOV,15.4,1987
QUINTANA ROO,25.6,NOV,24.6,1987
SAN LUIS POTOSÍ,19.7,NOV,17.3,1987
SINALOA,24.6,NOV,22.8,1987
SONORA,21.8,NOV,17.6,1987
TABASCO,26.3,NOV,24.8,1987
TAMAULIPAS,22.8,NOV,20.4,1987
TLAXCALA,14.0,NOV,12.3,1987
VERACRUZ,22.0,NOV,20.9,1987
YUCATÁN,26.0,NOV,24.9,1987
ZACATECAS,16.7,NOV,14.4,1987
AGUASCALIENTES,16.9,DIC,14.3,1987
BAJA CALIFORNIA,18.5,DIC,11.4,1987
BAJA CALIFORNIA SUR,22.2,DIC,16.9,1987
CAMPECHE,26.1,DIC,23.9,1987
COAHUILA,18.5,DIC,13.8,1987
COLIMA,25.1,DIC,24.3,1987
CHIAPAS,23.8,DIC,22.7,1987
CHIHUAHUA,15.6,DIC,9.0,1987
DISTRITO FEDERAL,16.2,DIC,14.7,1987
DURANGO,16.4,DIC,12.7,1987
GUANAJUATO,17.8,DIC,15.4,1987
GUERRERO,25.2,DIC,24.4,1987
HIDALGO,15.8,DIC,14.3,1987
JALISCO,20.3,DIC,17.8,1987
ESTADO DE MÉXICO,14.9,DIC,13.4,1987
MICHOACÁN,19.9,DIC,18.1,1987
MORELOS,21.5,DIC,20.0,1987
NAYARIT,24.1,DIC,21.6,1987
NUEVO LEÓN,19.0,DIC,13.9,1987
OAXACA,22.0,DIC,21.0,1987
PUEBLA,17.4,DIC,15.6,1987
QUERÉTARO,17.6,DIC,15.5,1987
QUINTANA ROO,25.6,DIC,23.9,1987
SAN LUIS POTOSÍ,19.7,DIC,16.5,1987
SINALOA,24.6,DIC,20.0,1987
SONORA,21.8,DIC,13.3,1987
TABASCO,26.3,DIC,24.4,1987
TAMAULIPAS,22.8,DIC,19.0,1987
TLAXCALA,14.0,DIC,12.4,1987
VERACRUZ,22.0,DIC,20.2,1987
YUCATÁN,26.0,DIC,24.2,1987
ZACATECAS,16.7,DIC,13.5,1987
AGUASCALIENTES,17.2,ENE,12.1,1988
BAJA CALIFORNIA,18.6,ENE,12.6,1988
BAJA CALIFORNIA SUR,22.1,ENE,16.8,1988
CAMPECHE,26.1,ENE,23.2,1988
COAHUILA,18.9,ENE,10.8,1988
COLIMA,24.9,ENE,23.4,1988
CHIAPAS,23.8,ENE,21.8,1988
CHIHUAHUA,16.7,ENE,8.3,1988
DISTRITO FEDERAL,16.1,ENE,12.8,1988
DURANGO,17.0,ENE,10.8,1988
GUANAJUATO,18.2,ENE,13.5,1988
GUERRERO,25.2,ENE,23.3,1988
HIDALGO,16.0,ENE,12.1,1988
JALISCO,20.4,ENE,16.4,1988
ESTADO DE MÉXICO,15.2,ENE,12.1,1988
MICHOACÁN,19.8,ENE,16.5,1988
MORELOS,21.6,ENE,18.6,1988
NAYARIT,24.5,ENE,20.2,1988
NUEVO LEÓN,19.2,ENE,10.7,1988
OAXACA,21.9,ENE,19.8,1988
PUEBLA,17.2,ENE,14.2,1988
QUERÉTARO,17.6,ENE,13.0,1988
QUINTANA ROO,25.7,ENE,23.0,1988
